,Corrected
2030-01-01 12:00:00,133.09633746165449
2030-01-02 12:00:00,135.05005801276315
2030-01-03 12:00:00,136.7636176464118
2030-01-04 12:00:00,138.26190121933647
2030-01-05 12:00:00,139.93859319096774
2030-01-06 12:00:00,141.17315670042456
2030-01-07 12:00:00,142.21162763380804
2030-01-08 12:00:00,142.99701951105737
2030-01-09 12:00:00,143.57879940687582
2030-01-10 12:00:00,143.8429700187375
2030-01-11 12:00:00,144.02689480168945
2030-01-12 12:00:00,143.86256999788515
2030-01-13 12:00:00,143.62662028649189
2030-01-14 12:00:00,143.15861020887954
2030-01-15 12:00:00,142.5816133435169
2030-01-16 12:00:00,142.03025708560713
2030-01-17 12:00:00,141.33457049898905
2030-01-18 12:00:00,140.75995721011844
2030-01-19 12:00:00,140.09558846790813
2030-01-20 12:00:00,139.4694740396355
2030-01-21 12:00:00,138.98807006543095
2030-01-22 12:00:00,138.6931753458097
2030-01-23 12:00:00,138.55938824941978
2030-01-24 12:00:00,138.61063161434336
2030-01-25 12:00:00,138.76222137885284
2030-01-26 12:00:00,138.98998083795018
2030-01-27 12:00:00,139.3182646571546
2030-01-28 12:00:00,139.82448675360712
2030-01-29 12:00:00,140.48057060457242
2030-01-30 12:00:00,141.23838333963394
2030-01-31 12:00:00,142.21031537075882
2030-02-01 12:00:00,143.25596662331836
2030-02-02 12:00:00,144.75642087008103
2030-02-03 12:00:00,146.17147371414165
2030-02-04 12:00:00,147.73717189423684
2030-02-05 12:00:00,149.53537296847819
2030-02-06 12:00:00,151.69474420521033
2030-02-07 12:00:00,154.92836394840666
2030-02-08 12:00:00,158.47474961638773
2030-02-09 12:00:00,162.14390911434168
2030-02-10 12:00:00,166.27590781934796
2030-02-11 12:00:00,172.26719237389128
2030-02-12 12:00:00,178.03563129210954
2030-02-13 12:00:00,185.5789116861592
2030-02-14 12:00:00,191.82411681499184
2030-02-15 12:00:00,198.83120714053055
2030-02-16 12:00:00,206.72846112873142
2030-02-17 12:00:00,213.7709773690349
2030-02-18 12:00:00,222.12350037238141
2030-02-19 12:00:00,231.96236658774447
2030-02-20 12:00:00,240.2394657538632
2030-02-21 12:00:00,248.0956224089568
2030-02-22 12:00:00,257.34335628933616
2030-02-23 12:00:00,266.3462291422635
