,Corrected
2030-01-01 12:00:00,62.566
2030-01-02 12:00:00,64.87090415905949
2030-01-03 12:00:00,67.21808379645644
2030-01-04 12:00:00,69.55848573756019
2030-01-05 12:00:00,71.87337534374282
2030-01-06 12:00:00,74.12782980678361
2030-01-07 12:00:00,76.29429171763876
2030-01-08 12:00:00,79.16368593722135
2030-01-09 12:00:00,81.60214148670711
2030-01-10 12:00:00,84.69827545560206
2030-01-11 12:00:00,88.24718142521152
2030-01-12 12:00:00,89.46153237948565
2030-01-13 12:00:00,91.24431990092268
2030-01-14 12:00:00,93.66037802083261
2030-01-15 12:00:00,96.2513252806488
2030-01-16 12:00:00,98.38953896550613
2030-01-17 12:00:00,101.13814620945543
2030-01-18 12:00:00,103.15235743945244
2030-01-19 12:00:00,105.62578266481142
2030-01-20 12:00:00,107.92808813727689
2030-01-21 12:00:00,111.68981708871326
2030-01-22 12:00:00,115.54116161401818
2030-01-23 12:00:00,120.34049598565846
2030-01-24 12:00:00,126.43768165029357
2030-01-25 12:00:00,131.95263214333457
2030-01-26 12:00:00,137.19787041184296
2030-01-27 12:00:00,142.14505868193214
2030-01-28 12:00:00,147.2632168806773
2030-01-29 12:00:00,152.13302870453415
2030-01-30 12:00:00,157.482075309128
2030-01-31 12:00:00,162.24623162426838
2030-02-01 12:00:00,167.20772796061382
2030-02-02 12:00:00,173.33507338204436
2030-02-03 12:00:00,178.92294726450422
2030-02-04 12:00:00,185.108829155526
2030-02-05 12:00:00,190.70965906435612
2030-02-06 12:00:00,195.59355289971757
2030-02-07 12:00:00,200.53249669338686
2030-02-08 12:00:00,206.0864678932812
2030-02-09 12:00:00,210.52326252888955
2030-02-10 12:00:00,215.33847625309323
2030-02-11 12:00:00,220.23489156104202
2030-02-12 12:00:00,226.7216837039082
2030-02-13 12:00:00,232.4423460595566
2030-02-14 12:00:00,237.55656662479555
2030-02-15 12:00:00,241.91698948093043
2030-02-16 12:00:00,245.67680919694521
2030-02-17 12:00:00,250.7551432225281
2030-02-18 12:00:00,256.10677757734175
2030-02-19 12:00:00,262.11223519987755
2030-02-20 12:00:00,267.6574871467999
2030-02-21 12:00:00,274.32065505054965
2030-02-22 12:00:00,280.70432895368543
2030-02-23 12:00:00,288.9065271726701
2030-02-24 12:00:00,295.2902868416848
2030-02-25 12:00:00,300.8610944238517
2030-02-26 12:00:00,306.80531024564584
2030-02-27 12:00:00,311.95567432146106
2030-02-28 12:00:00,316.86116860891667
2030-03-01 12:00:00,322.09342514938476
2030-03-02 12:00:00,327.2243727838145
2030-03-03 12:00:00,331.63065926438856
2030-03-04 12:00:00,336.72529086141867
2030-03-05 12:00:00,342.40061854839655
2030-03-06 12:00:00,347.9624733488251
2030-03-07 12:00:00,353.71748584376456
2030-03-08 12:00:00,359.3680380282154
2030-03-09 12:00:00,365.81846716508016
2030-03-10 12:00:00,372.3574511550084
2030-03-11 12:00:00,377.469664007984
2030-03-12 12:00:00,382.22369379749625
2030-03-13 12:00:00,387.2649743246707
2030-03-14 12:00:00,391.2112894126904
2030-03-15 12:00:00,397.52489779457443
2030-03-16 12:00:00,404.84872547646137
2030-03-17 12:00:00,414.78833132565114
2030-03-18 12:00:00,422.28414279555255
2030-03-19 12:00:00,428.7377423477686
2030-03-20 12:00:00,435.9499030902896
2030-03-21 12:00:00,441.85692314261684
2030-03-22 12:00:00,447.96434234868036
2030-03-23 12:00:00,455.2591517621671
2030-03-24 12:00:00,461.886934582368
2030-03-25 12:00:00,467.37791225199965
2030-03-26 12:00:00,473.128636261169
2030-03-27 12:00:00,479.1305629313543
2030-03-28 12:00:00,484.5358528388419
2030-03-29 12:00:00,489.3366413490857
2030-03-30 12:00:00,494.3116238549789
2030-03-31 12:00:00,502.37929729774623
2030-04-01 12:00:00,509.9265810983375
2030-04-02 12:00:00,516.8205439895418
2030-04-03 12:00:00,526.5129985724126
2030-04-04 12:00:00,538.3000149238646
2030-04-05 12:00:00,548.17779341742
2030-04-06 12:00:00,554.9100750709614
2030-04-07 12:00:00,561.2615645767787
2030-04-08 12:00:00,566.8385185859399
2030-04-09 12:00:00,574.0442315317076
2030-04-10 12:00:00,581.3816823561162
2030-04-11 12:00:00,589.1287103584547
2030-04-12 12:00:00,598.5151088620692
2030-04-13 12:00:00,608.9977946801149
2030-04-14 12:00:00,616.8749091800638
2030-04-15 12:00:00,623.9768390774759
2030-04-16 12:00:00,634.0416751779744
2030-04-17 12:00:00,640.0097307698245
2030-04-18 12:00:00,648.4775864348327
2030-04-19 12:00:00,654.3697555910303
2030-04-20 12:00:00,658.909837947532
2030-04-21 12:00:00,662.9050765193547
2030-04-22 12:00:00,665.99840376107
2030-04-23 12:00:00,667.4878567938887
2030-04-24 12:00:00,667.8011404023414
2030-04-25 12:00:00,666.9678165900535
2030-04-26 12:00:00,665.0934579070791
2030-04-27 12:00:00,661.3017714192663
2030-04-28 12:00:00,657.7054845732753
2030-04-29 12:00:00,653.3136264313362
2030-04-30 12:00:00,647.4334452667773
2030-05-01 12:00:00,640.5845970809103
2030-05-02 12:00:00,635.7871641299593
2030-05-03 12:00:00,629.3187224667981
2030-05-04 12:00:00,621.7150101915003
2030-05-05 12:00:00,616.8367246146818
2030-05-06 12:00:00,611.6577731455401
2030-05-07 12:00:00,604.2424945764311
2030-05-08 12:00:00,597.1277557691108
2030-05-09 12:00:00,590.2901181871598
2030-05-10 12:00:00,585.3846238772169
2030-05-11 12:00:00,578.6740306268939
2030-05-12 12:00:00,574.7340977248884
2030-05-13 12:00:00,569.8292570054232
2030-05-14 12:00:00,564.8771453813981
2030-05-15 12:00:00,561.0806448167824
2030-05-16 12:00:00,556.257078589898
2030-05-17 12:00:00,551.5120971986165
2030-05-18 12:00:00,545.3959700722022
2030-05-19 12:00:00,536.7032183228872
2030-05-20 12:00:00,526.2584065485539
2030-05-21 12:00:00,518.0580393861867
2030-05-22 12:00:00,512.0021052340053
2030-05-23 12:00:00,504.916066907546
2030-05-24 12:00:00,497.22821287674685
2030-05-25 12:00:00,491.17652793392733
2030-05-26 12:00:00,487.04119188834954
2030-05-27 12:00:00,483.0206278142039
2030-05-28 12:00:00,478.48462635906645
2030-05-29 12:00:00,473.55470745976186
2030-05-30 12:00:00,469.27627542728186
2030-05-31 12:00:00,465.459570368688
2030-06-01 12:00:00,461.5572170722359
2030-06-02 12:00:00,457.09188520230214
2030-06-03 12:00:00,452.9794450909524
2030-06-04 12:00:00,447.48397881247
2030-06-05 12:00:00,443.65733378525397
2030-06-06 12:00:00,439.89896245048857
2030-06-07 12:00:00,436.3770614107681
2030-06-08 12:00:00,431.5541551908102
2030-06-09 12:00:00,427.62157896597864
2030-06-10 12:00:00,424.0656634560444
2030-06-11 12:00:00,419.60760770858104
2030-06-12 12:00:00,414.90161479742693
2030-06-13 12:00:00,408.4935843945346
2030-06-14 12:00:00,402.4463300012962
2030-06-15 12:00:00,397.7333457378477
2030-06-16 12:00:00,392.9830667219139
2030-06-17 12:00:00,389.7055548932976
2030-06-18 12:00:00,386.9432173168627
2030-06-19 12:00:00,383.2622710825744
2030-06-20 12:00:00,379.78954687991325
2030-06-21 12:00:00,376.3922485015237
2030-06-22 12:00:00,372.49219365676083
2030-06-23 12:00:00,368.12171890580345
2030-06-24 12:00:00,363.0437189828166
2030-06-25 12:00:00,358.4322200264399
2030-06-26 12:00:00,354.18612824525695
2030-06-27 12:00:00,350.1678709971678
2030-06-28 12:00:00,346.7921233521846
2030-06-29 12:00:00,342.67327699613537
2030-06-30 12:00:00,338.7844090731298
2030-07-01 12:00:00,334.9084179440385
2030-07-02 12:00:00,331.81670898382305
2030-07-03 12:00:00,328.9062120711332
2030-07-04 12:00:00,326.1081496025755
2030-07-05 12:00:00,323.0702237692946
2030-07-06 12:00:00,319.91727359402086
2030-07-07 12:00:00,316.87370138311604
2030-07-08 12:00:00,314.0315334705226
2030-07-09 12:00:00,311.4224454208656
2030-07-10 12:00:00,308.77745964081083
2030-07-11 12:00:00,306.1862717314687
2030-07-12 12:00:00,302.91806543189915
2030-07-13 12:00:00,299.7693777121191
2030-07-14 12:00:00,296.95723058973266
2030-07-15 12:00:00,294.5186410409811
2030-07-16 12:00:00,291.00918393584834
2030-07-17 12:00:00,288.26076584716543
2030-07-18 12:00:00,284.61323475119474
2030-07-19 12:00:00,280.49501877734156
2030-07-20 12:00:00,277.7377591993342
2030-07-21 12:00:00,274.55257378532025
2030-07-22 12:00:00,271.4933028846045
2030-07-23 12:00:00,268.47705758535164
2030-07-24 12:00:00,265.59752754891605
2030-07-25 12:00:00,262.84330846350935
2030-07-26 12:00:00,260.1389056475501
2030-07-27 12:00:00,257.5601787935995
2030-07-28 12:00:00,254.6987322554912
2030-07-29 12:00:00,251.9497025340756
2030-07-30 12:00:00,249.5618216635706
2030-07-31 12:00:00,247.2196747067976
2030-08-01 12:00:00,245.06742907313955
2030-08-02 12:00:00,243.1414217691925
2030-08-03 12:00:00,240.8132410070384
2030-08-04 12:00:00,238.91794729646298
2030-08-05 12:00:00,236.49609143452417
2030-08-06 12:00:00,234.2404581765267
2030-08-07 12:00:00,231.58575576884044
2030-08-08 12:00:00,229.0044251974573
2030-08-09 12:00:00,226.48886460078683
2030-08-10 12:00:00,223.460254227854
2030-08-11 12:00:00,220.5285010699485
2030-08-12 12:00:00,218.32848338691431
2030-08-13 12:00:00,216.26432377789789
2030-08-14 12:00:00,214.0485331989037
2030-08-15 12:00:00,212.10256155313974
2030-08-16 12:00:00,210.20710854404362
2030-08-17 12:00:00,208.74968737628967
2030-08-18 12:00:00,207.12407886087587
2030-08-19 12:00:00,204.91341919812137
2030-08-20 12:00:00,202.90583939577817
2030-08-21 12:00:00,200.81344029683208
2030-08-22 12:00:00,198.93973166418286
2030-08-23 12:00:00,197.14663961707902
2030-08-24 12:00:00,195.56539153569653
2030-08-25 12:00:00,193.82178496082332
2030-08-26 12:00:00,192.3288788000722
2030-08-27 12:00:00,190.6677994378664
2030-08-28 12:00:00,189.1738138187665
2030-08-29 12:00:00,187.3842277471129
2030-08-30 12:00:00,185.49888995860377
2030-08-31 12:00:00,183.40012863648855
2030-09-01 12:00:00,181.40042287007745
2030-09-02 12:00:00,179.80879745840159
2030-09-03 12:00:00,177.93140194088008
2030-09-04 12:00:00,176.3113456811991
2030-09-05 12:00:00,174.72636499773154
2030-09-06 12:00:00,173.29007822121963
2030-09-07 12:00:00,171.3349053504629
2030-09-08 12:00:00,169.7929203201447
2030-09-09 12:00:00,168.26059913772787
2030-09-10 12:00:00,166.50962774284136
2030-09-11 12:00:00,165.0975917648356
2030-09-12 12:00:00,163.69327766759892
2030-09-13 12:00:00,162.4964717269564
2030-09-14 12:00:00,161.37941680281602
2030-09-15 12:00:00,160.3164995117564
2030-09-16 12:00:00,158.98366706647752
